question_id,subject,model,mode,model_extracted_output,correct_answer,correct,notes,request_time_ms
Materials_Science_and_Engineering_An_Introduction_Callister_Example 6.2,Materials: Metals,openai/gpt-4o-mini,text_only,8,5600,N,llm_only,20727
Materials_Science_and_Engineering_An_Introduction_Callister_Example 4.4,Materials: Metals,openai/gpt-4o-mini,text_only,"(98.71, 1.29)","(98.7, 1.30)",Y,llm_only,11438
Materials_Science_and_Engineering_An_Introduction_Callister_Example 6.5,Materials: Metals,openai/gpt-4o-mini,text_only,0.40,0.40,Y,llm_only,10884
Materials_Science_and_Engineering_An_Introduction_Callister_Example 7.3,Materials: Metals,openai/gpt-4o-mini,text_only,0.073,0.0732,Y,llm_only,21858
Materials_Science_and_Engineering_An_Introduction_Callister_Example 8.1,Materials: Glasses,openai/gpt-4o-mini,text_only,8.23 \times 10^{-7},8.2e-06,N,llm_only,17155
Materials_Science_and_Engineering_An_Introduction_Callister_Example 6.4,Materials: Metals,openai/gpt-4o-mini,text_only,654.5,"(30, 660)",Y,llm_only,22693
Materials_Science_and_Engineering_An_Introduction_Callister_Example 5.5,Materials: Metals,openai/gpt-4o-mini,text_only,1,"(194, 5.2e-5)",Y,llm_only,29893
Materials_Science_and_Engineering_An_Introduction_Callister_Example 8.3,Materials: Metals,openai/gpt-4o-mini,text_only,11,16.6,N,llm_only,23322
Materials_Science_and_Engineering_An_Introduction_Callister_Example 8.4,Materials: Metals,openai/gpt-4o-mini,text_only,113.5,0.053,N,llm_only,25195
Materials_Science_and_Engineering_An_Introduction_Callister_Example 5.6,Materials: Semiconductors,openai/gpt-4o-mini,text_only,2,"(3.44e+18, 2.19e-06, 5.90e+23)",N,llm_only,24732
Materials_Science_and_Engineering_An_Introduction_Callister_Example 10.2,Materials: Metals,openai/gpt-4o-mini,text_only,0.0000354,4.0e-02,N,llm_only,10654
Materials_Science_and_Engineering_An_Introduction_Callister_Example 6.6,Materials: Metals,openai/gpt-4o-mini,text_only,"(517.25, 3.96)","(517, 4.6)",N,llm_only,13918
Materials_Science_and_Engineering_An_Introduction_Callister_Example 7.1,Materials: Metals,openai/gpt-4o-mini,text_only,2,"(21.3, 73.4)",N,llm_only,20375
Materials_Science_and_Engineering_An_Introduction_Callister_Example 12.1,Fundamental: Crystal Structure,openai/gpt-4o-mini,text_only,0.155,0.155,Y,llm_only,20353
Materials_Science_and_Engineering_An_Introduction_Callister_Example 9.4,Materials: Metals,openai/gpt-4o-mini,text_only,0.215,"(0.95, 0.05, 0.56, 0.44, 0.39)",N,llm_only,23434
Materials_Science_and_Engineering_An_Introduction_Callister_Example 9.1,Materials: Metals,openai/gpt-4o-mini,text_only,"\left( \frac{C_\alpha - C_0}{C_\alpha - C_L}, \frac{C_0 - C_L}{C_\alpha - C_L} \right)","($\frac{C_{\alpha} - C_0}{C_{\alpha} - C_{L}}$, $\frac{C_0 - C_{L}}{C_{\alpha} - C_{L}}$)",Y,llm_only,10460
Materials_Science_and_Engineering_An_Introduction_Callister_Example 12.5,Materials: Metals,openai/gpt-4o-mini,text_only,2,1,N,llm_only,12355
Materials_Science_and_Engineering_An_Introduction_Callister_Example 12.4,Materials: Metals,openai/gpt-4o-mini,text_only,9,5.31e+19,N,llm_only,22090
Materials_Science_and_Engineering_An_Introduction_Callister_Example 14.3,Materials: Polymers,openai/gpt-4o-mini,text_only,3,"(1.8e-7, 8.3e6)",N,llm_only,19719
Materials_Science_and_Engineering_An_Introduction_Callister_Example 16.2,Materials: Polymers,openai/gpt-4o-mini,text_only,5.49,5.5,Y,llm_only,15918
Materials_Science_and_Engineering_An_Introduction_Callister_Example 10.1,Materials: Metals,openai/gpt-4o-mini,text_only,7.03,"(1.32, 9.64e-19, 548)",N,llm_only,21078
Materials_Science_and_Engineering_An_Introduction_Callister_Example 17.2,Materials: Metals,openai/gpt-4o-mini,text_only,6,"(6.17e-10, -0.486)",N,llm_only,17864
Materials_Science_and_Engineering_An_Introduction_Callister_Example 18.1,Materials: Semiconductors,openai/gpt-4o-mini,text_only,2.23 \times 10^{12},2.2e12,Y,llm_only,16596
Materials_Science_and_Engineering_An_Introduction_Callister_Example 18.4,Materials: Metals,openai/gpt-4o-mini,text_only,3.15 \times 10^{-11},-3.16e-08,N,llm_only,15799
Materials_Science_and_Engineering_An_Introduction_Callister_Example 21.1,Materials: Glasses,openai/gpt-4o-mini,text_only,0.101,1.01e-04,N,llm_only,13142
Materials_Science_and_Engineering_An_Introduction_Callister_Example 20.2,Properties: Magnetic,openai/gpt-4o-mini,text_only,5,5.0e+05,N,llm_only,22422
Materials_Science_and_Engineering_An_Introduction_Callister_Example 14.2,Materials: Polymers,openai/gpt-4o-mini,text_only,68.75,"(0.998, 46.4)",N,llm_only,19578
Materials_Science_and_Engineering_An_Introduction_Callister_Example 16.1,Materials: Polymers,openai/gpt-4o-mini,text_only,1.07,"(30, 11640, 860, 1.69e-3, 1.69e-3)",N,llm_only,17766
Materials_Science_and_Engineering_An_Introduction_Callister_Example 18.3,Materials: Semiconductors,openai/gpt-4o-mini,text_only,3,"(1120, 640)",N,llm_only,21607
Materials_Science_and_Engineering_An_Introduction_Callister_Example 17.1,Materials: Metals,openai/gpt-4o-mini,text_only,-0.1304,"(0.153, -0.073)",N,llm_only,21647
Materials_Science_and_Engineering_An_Introduction_Callister_Example 18.5,Materials: Semiconductors,openai/gpt-4o-mini,text_only,0,"(1.71e-11, 1.71e-10, 2.66e-7, 2.22e-7)",N,llm_only,18868
Materials_Science_and_Engineering_An_Introduction_Callister_Example 20.1,Materials: Metals,openai/gpt-4o-mini,text_only,-4,"(5.1e5, 0.64)",N,llm_only,23764
Physical_Metallurgy_Hosford_Example 2.1,Materials: Metals,openai/gpt-4o-mini,text_only,8.314,"(2.74e-5, 2.74e-7,2.74e-9,5.58e-10, 5.58e-14, 5.58e-18)",N,llm_only,20555
Physical_Metallurgy_Hosford_Example 2.2,Materials: Metals,openai/gpt-4o-mini,text_only,0.3103,0.45,N,llm_only,19524
Physical_Metallurgy_Hosford_Example 2.3,Materials: Metals,openai/gpt-4o-mini,text_only,6.9,18.6,N,llm_only,12456
Physical_Metallurgy_Hosford_Example 2.5,Materials: Metals,openai/gpt-4o-mini,text_only,"(0.5, 0.5, 0.5)","(12, 260, 2.6)",N,llm_only,14419
Physical_Metallurgy_Hosford_Example 2.6,Fundamental: Crystal Structure,openai/gpt-4o-mini,text_only,"(0.74, 0.5, 0.33)","(0.155, 0.318, 1)",N,llm_only,14041
Physical_Metallurgy_Hosford_Example 3.1,Materials: Metals,openai/gpt-4o-mini,text_only,11.934,"(0.5, 950)",N,llm_only,24998
Physical_Metallurgy_Hosford_Example 3.2,Properties: Thermal,openai/gpt-4o-mini,text_only,-4,18,N,llm_only,27806
Physical_Metallurgy_Hosford_Example 3.3,Materials: Metals,openai/gpt-4o-mini,text_only,2,"(9.69e-4, 40, 5)",N,llm_only,24803
Physical_Metallurgy_Hosford_Example 4.1,Fundamental: Crystal Structure,openai/gpt-4o-mini,text_only,"(0.7, 1, 1.4)","(0.866, 1.0, 0.8839)",N,llm_only,12776
Physical_Metallurgy_Hosford_Example 4.2,Fundamental: Crystal Structure,openai/gpt-4o-mini,text_only,\text{depends on orientation},"$$
U_{\mathrm{b}} \frac{\cos \theta+|\sin \theta|}{2 \mathrm{a}}
$$",N,llm_only,10379
Physical_Metallurgy_Hosford_Example 5.1,Materials: Metals,openai/gpt-4o-mini,text_only,1.24,1.34,N,llm_only,9480
Physical_Metallurgy_Hosford_Example 5.2,Materials: Metals,openai/gpt-4o-mini,text_only,24,0.079,N,llm_only,11628
Physical_Metallurgy_Hosford_Example 8.1,Materials: Metals,openai/gpt-4o-mini,text_only,22,"(0.15, 0.04)",N,llm_only,26242
Physical_Metallurgy_Hosford_Example 8.2,Fundamental: Crystal Structure,openai/gpt-4o-mini,text_only,\frac{a\sqrt{3}}{2},\frac{a}{2}\langle111\rangle,N,llm_only,12177
Physical_Metallurgy_Hosford_Example 8.3,Properties: Thermal,openai/gpt-4o-mini,text_only,"[1, -2, 3]",(a/2)[1 \overline{1} 2],N,llm_only,17823
Physical_Metallurgy_Hosford_Example 8.4,Structures: Micro/Nano-structure,openai/gpt-4o-mini,text_only,111,-111,Y,llm_only,15522
Physical_Metallurgy_Hosford_Example 8.5,Properties: Mechanical,openai/gpt-4o-mini,text_only,"((a / 6)[211], (a / 6)[\overline{2}11], \{111\})","(a/6[\overline{2} 1 \overline{1}], a/6[\overline{1} 21], (11 \overline{1}))",N,llm_only,17722
Physical_Metallurgy_Hosford_Example 8.6,Materials: Metals,openai/gpt-4o-mini,text_only,2,\frac{G a^2}{24 \pi \gamma},N,llm_only,22033
Physical_Metallurgy_Hosford_Example 14.2,Materials: Metals,openai/gpt-4o-mini,text_only,187.67,-1.4,N,llm_only,22360
Physical_Metallurgy_Hosford_Example 16.1,Materials: Metals,openai/gpt-4o-mini,text_only,0.127,7.99,N,llm_only,11933
Physical_Metallurgy_Hosford_Example 16.2,Materials: Metals,openai/gpt-4o-mini,text_only,"(722.45, 0.59538)","(717, 0.60)",N,llm_only,15000
